element_id;element_name;element_category;element_type;element_functional_unit;element_wastage_coefficient;material_id;material_name;material_category;material_type;material_functional_unit;material_description;material_common_uses;material_comments;material_embodied_energy;material_embodied_water;material_embodied_carbon;material_weight;quantity
137;PU foam underlay - 10 mm. 123 kg/m³;Plastics;Polyurethane;m²;1.1;94;Polyurethane foam flexible;Polymers;Polyurethane;kg;"Polyurethane (PU) is a polymer with a low density. low thermal conductivity and high durability.
PU is produced by mixing a stream of isocyanate and a stream of polyol. including any other additives. The proportion of each stream in the mix is often used to alter the material properties. The resulting mixture is poured into a mould or onto a surface. Once cured. the PU is demoulded.
In construction. flexible PU foam consists of thin flexible foam rolls that are typically used as floor underlay.";Floor underlay;Used for carpet underlay density varies in cost file depending on type;0.127022322739119;442.9109981963281;7.698371355292259;1.0;1.226852
138;PVC film - 19 μm;Plastics;Polyvinyl chloride (PVC);m²;1.0;97;PVC film;Polymers;Polyvinyl Chloride;kg;"Polyvinyl chloride (PVC) is a plastic polymer characterised by good thermal and electrical insulation properties. PVC can be rigid (see uPVC) or soft. PVC is the third most produced plastic. globally.
PVC is produced by polymerising vinyl chloride monomers. mostly through suspension polymerisation. followed by emulsion and bulk polymerisation. This generates heat and requires cooling and water. The resulting sludge is filtered. centrifuged. and dried. before being converted to pellets. These can be molten for moulding or extrusion. Multiple additives can be added to PVC to enhance its properties. most importantly phthalate to soften the PVC.
PVC film is used in construction for flooring and electrical cable insulation.";Electrical cable insulation. flooring. cladding;;0.1899563623795161;757.9092313750702;11.15788004087381;1.0;0.02641
139;PVC film - 25 μm;Plastics;Polyvinyl chloride (PVC);m²;1.05;97;PVC film;Polymers;Polyvinyl Chloride;kg;"Polyvinyl chloride (PVC) is a plastic polymer characterised by good thermal and electrical insulation properties. PVC can be rigid (see uPVC) or soft. PVC is the third most produced plastic. globally.
PVC is produced by polymerising vinyl chloride monomers. mostly through suspension polymerisation. followed by emulsion and bulk polymerisation. This generates heat and requires cooling and water. The resulting sludge is filtered. centrifuged. and dried. before being converted to pellets. These can be molten for moulding or extrusion. Multiple additives can be added to PVC to enhance its properties. most importantly phthalate to soften the PVC.
PVC film is used in construction for flooring and electrical cable insulation.";Electrical cable insulation. flooring. cladding;;0.1899563623795161;757.9092313750702;11.15788004087381;1.0;0.03475
140;uPVC pipe - 21.35 mm outer dia.. 1.8 mm thick;Plastics;Polyvinyl chloride (PVC);m;1.05;117;uPVC;Polymers;Polyvinyl Chloride;kg;"Polyvinyl chloride (PVC) is a plastic polymer characterised by good thermal and electrical insulation properties. Unplasticised PVC is rigid. PVC is the third most produced plastic. globally.
PVC is produced by polymerising vinyl chloride monomers. mostly through suspension polymerisation. followed by emulsion and bulk polymerisation. This generates heat and requires cooling and water. The resulting sludge is filtered. centrifuged. and dried. before being converted to pellets. These can be molten for moulding or extrusion. Multiple additives can be added to PVC to enhance its properties. notably chloride to enhance its resistance to ultraviolet light.
uPVC is widely used in the construction industry. Its main uses include window frames. doors. pipes. and gutters.";Window frames. doors. pipes. gutters;;0.0763150717362196;561.0950156081188;4.165232099704714;1.0;0.153668
141;uPVC pipe - 60.25 mm outer dia.. 2.6 mm thick;Plastics;Polyvinyl chloride (PVC);m;1.0;117;uPVC;Polymers;Polyvinyl Chloride;kg;"Polyvinyl chloride (PVC) is a plastic polymer characterised by good thermal and electrical insulation properties. Unplasticised PVC is rigid. PVC is the third most produced plastic. globally.
PVC is produced by polymerising vinyl chloride monomers. mostly through suspension polymerisation. followed by emulsion and bulk polymerisation. This generates heat and requires cooling and water. The resulting sludge is filtered. centrifuged. and dried. before being converted to pellets. These can be molten for moulding or extrusion. Multiple additives can be added to PVC to enhance its properties. notably chloride to enhance its resistance to ultraviolet light.
uPVC is widely used in the construction industry. Its main uses include window frames. doors. pipes. and gutters.";Window frames. doors. pipes. gutters;;0.0763150717362196;561.0950156081188;4.165232099704714;1.0;0.654542
142;uPVC pipe - 114.3 mm outer dia.. 4.85 mm thick;Plastics;Polyvinyl chloride (PVC);m;1.0;117;uPVC;Polymers;Polyvinyl Chloride;kg;"Polyvinyl chloride (PVC) is a plastic polymer characterised by good thermal and electrical insulation properties. Unplasticised PVC is rigid. PVC is the third most produced plastic. globally.
PVC is produced by polymerising vinyl chloride monomers. mostly through suspension polymerisation. followed by emulsion and bulk polymerisation. This generates heat and requires cooling and water. The resulting sludge is filtered. centrifuged. and dried. before being converted to pellets. These can be molten for moulding or extrusion. Multiple additives can be added to PVC to enhance its properties. notably chloride to enhance its resistance to ultraviolet light.
uPVC is widely used in the construction industry. Its main uses include window frames. doors. pipes. and gutters.";Window frames. doors. pipes. gutters;;0.0763150717362196;561.0950156081188;4.165232099704714;1.0;2.318047
143;uPVC pipe - 225.3 mm outer dia.. 11.1 mm thick;Plastics;Polyvinyl chloride (PVC);m;1.0;117;uPVC;Polymers;Polyvinyl Chloride;kg;"Polyvinyl chloride (PVC) is a plastic polymer characterised by good thermal and electrical insulation properties. Unplasticised PVC is rigid. PVC is the third most produced plastic. globally.
PVC is produced by polymerising vinyl chloride monomers. mostly through suspension polymerisation. followed by emulsion and bulk polymerisation. This generates heat and requires cooling and water. The resulting sludge is filtered. centrifuged. and dried. before being converted to pellets. These can be molten for moulding or extrusion. Multiple additives can be added to PVC to enhance its properties. notably chloride to enhance its resistance to ultraviolet light.
uPVC is widely used in the construction industry. Its main uses include window frames. doors. pipes. and gutters.";Window frames. doors. pipes. gutters;;0.0763150717362196;561.0950156081188;4.165232099704714;1.0;10.38262
144;CLT - 60 mm;Timber products;Manufactured timber product;m²;1.0;123;Cross laminated timber;Timber;Manufactured timber product;m³;"Cross laminated timber (CLT) is a manufactured timber product. similar to plywood. Solid timber members are bonded together. with the grain alternating by 90 degrees for each lamination. CLT is much thicker than traditional plywood and has superior structural capabilities. It has excellent dimensional stability. strength and rigidity.
CLT is fabricated using a range of different timber varieties. It is typically bonded together using melamine urea formaldehyde. polyurethane or other adhesives.
CLT has different structural capabilities when compared with conventional timber. and acts as a sheet product. rather than a framing product. It can be used as a complete floor. wall or roof system. without the need for additional supporting members.";Flooring and walling system. structural panels. timber sheets;Softwood;9.606928682002808;8608.04541968483;644.6903428314392;490.0;0.06
145;CLT - 105 mm;Timber products;Manufactured timber product;m²;1.0;123;Cross laminated timber;Timber;Manufactured timber product;m³;"Cross laminated timber (CLT) is a manufactured timber product. similar to plywood. Solid timber members are bonded together. with the grain alternating by 90 degrees for each lamination. CLT is much thicker than traditional plywood and has superior structural capabilities. It has excellent dimensional stability. strength and rigidity.
CLT is fabricated using a range of different timber varieties. It is typically bonded together using melamine urea formaldehyde. polyurethane or other adhesives.
CLT has different structural capabilities when compared with conventional timber. and acts as a sheet product. rather than a framing product. It can be used as a complete floor. wall or roof system. without the need for additional supporting members.";Flooring and walling system. structural panels. timber sheets;Softwood;9.606928682002808;8608.04541968483;644.6903428314392;490.0;0.105
146;CLT - 175 mm;Timber products;Manufactured timber product;m²;1.0;123;Cross laminated timber;Timber;Manufactured timber product;m³;"Cross laminated timber (CLT) is a manufactured timber product. similar to plywood. Solid timber members are bonded together. with the grain alternating by 90 degrees for each lamination. CLT is much thicker than traditional plywood and has superior structural capabilities. It has excellent dimensional stability. strength and rigidity.
CLT is fabricated using a range of different timber varieties. It is typically bonded together using melamine urea formaldehyde. polyurethane or other adhesives.
CLT has different structural capabilities when compared with conventional timber. and acts as a sheet product. rather than a framing product. It can be used as a complete floor. wall or roof system. without the need for additional supporting members.";Flooring and walling system. structural panels. timber sheets;Softwood;9.606928682002808;8608.04541968483;644.6903428314392;490.0;0.175
147;Cork slab - 6 mm;Timber products;Cork;m²;1.0;122;Cork slab;Timber;Cork;kg;"Cork slab is manufactured from cork material obtained from the bark layer of cork oak trees. Cork slab is often made as a by-product of wine stopper production or from recycled cork. It is often made by combining ground granulated cork with a binding agent.
Cork slab is lightweight. rot resistant. fire resistant and termite resistant. It is available in a variety of thicknesses. from 6 mm and used for a range of purposes. including floor and wall tiles. thermal insulation. benchtops and exterior cladding.
Cork slab products are typically available as rolls up to 25 m long. as 600 or 900 mm wide sheets and 300 or 600 mm square tiles.";Insulation. floor tiles. wall tiles. exterior cladding. floor finish. benchtops;;0.1789680576672003;198.58325470163555;9.461673645499172;1.0;0.72
148;Cork slab - 10 mm;Timber products;Cork;m²;1.0;122;Cork slab;Timber;Cork;kg;"Cork slab is manufactured from cork material obtained from the bark layer of cork oak trees. Cork slab is often made as a by-product of wine stopper production or from recycled cork. It is often made by combining ground granulated cork with a binding agent.
Cork slab is lightweight. rot resistant. fire resistant and termite resistant. It is available in a variety of thicknesses. from 6 mm and used for a range of purposes. including floor and wall tiles. thermal insulation. benchtops and exterior cladding.
Cork slab products are typically available as rolls up to 25 m long. as 600 or 900 mm wide sheets and 300 or 600 mm square tiles.";Insulation. floor tiles. wall tiles. exterior cladding. floor finish. benchtops;;0.1789680576672003;198.58325470163555;9.461673645499172;1.0;1.2
149;Cork slab - 12 mm;Timber products;Cork;m²;1.0;122;Cork slab;Timber;Cork;kg;"Cork slab is manufactured from cork material obtained from the bark layer of cork oak trees. Cork slab is often made as a by-product of wine stopper production or from recycled cork. It is often made by combining ground granulated cork with a binding agent.
Cork slab is lightweight. rot resistant. fire resistant and termite resistant. It is available in a variety of thicknesses. from 6 mm and used for a range of purposes. including floor and wall tiles. thermal insulation. benchtops and exterior cladding.
Cork slab products are typically available as rolls up to 25 m long. as 600 or 900 mm wide sheets and 300 or 600 mm square tiles.";Insulation. floor tiles. wall tiles. exterior cladding. floor finish. benchtops;;0.1789680576672003;198.58325470163555;9.461673645499172;1.0;1.44
150;Cork slab - 20 mm;Timber products;Cork;m²;1.0;122;Cork slab;Timber;Cork;kg;"Cork slab is manufactured from cork material obtained from the bark layer of cork oak trees. Cork slab is often made as a by-product of wine stopper production or from recycled cork. It is often made by combining ground granulated cork with a binding agent.
Cork slab is lightweight. rot resistant. fire resistant and termite resistant. It is available in a variety of thicknesses. from 6 mm and used for a range of purposes. including floor and wall tiles. thermal insulation. benchtops and exterior cladding.
Cork slab products are typically available as rolls up to 25 m long. as 600 or 900 mm wide sheets and 300 or 600 mm square tiles.";Insulation. floor tiles. wall tiles. exterior cladding. floor finish. benchtops;;0.1789680576672003;198.58325470163555;9.461673645499172;1.0;2.4
151;Cork slab - 50 mm;Timber products;Cork;m²;1.0;122;Cork slab;Timber;Cork;kg;"Cork slab is manufactured from cork material obtained from the bark layer of cork oak trees. Cork slab is often made as a by-product of wine stopper production or from recycled cork. It is often made by combining ground granulated cork with a binding agent.
Cork slab is lightweight. rot resistant. fire resistant and termite resistant. It is available in a variety of thicknesses. from 6 mm and used for a range of purposes. including floor and wall tiles. thermal insulation. benchtops and exterior cladding.
Cork slab products are typically available as rolls up to 25 m long. as 600 or 900 mm wide sheets and 300 or 600 mm square tiles.";Insulation. floor tiles. wall tiles. exterior cladding. floor finish. benchtops;;0.1789680576672003;198.58325470163555;9.461673645499172;1.0;6.0
152;SIP - 142 mm;Timber products;Manufactured timber product;m²;1.0;114;Structural insulated panels (SIPS);Timber;Other timber;m²;"Structural insulated panels. often referred to as SIPs. are a composite product containing an outer skin and inner core. As their name suggest. they are typically used as a structural element for low-rise buildings.
Outer layers of oriented strand board (OSB) are glued to an insulating core made from expanded polystyrene (EPS). The core gives the panels good thermal properties while the outer skins provide a durable. aesthetic finish. Alternative core materials. such as extruded polystyrene (XPS) or rigid polyurethane (PU) foam and outer skin materials. such as plywood or fibre cement sheet can also be used.
SIPs can be used as wall or roof panels and are mainly used in domestic construction. They are very lightweight and thus easy to move. The panels come in a range of thicknesses ranging from 100 to 300 mm. Typical panel dimensions are 300. 600. 900 and 1 200 mm wide and 2.4. 2.7 and 3 m long. Openings for windows and doors are cut out of panels during manufacture. Panels are connected onsite using splines with cavities cut into the core for electrical and plumbing services.";Floor structure. external walls. internal walls. roof structure;;2.623755986028714;4219.12333218666;134.7109433903557;15.5;1.267857143
153;SIP - 162 mm;Timber products;Manufactured timber product;m²;1.0;114;Structural insulated panels (SIPS);Timber;Other timber;m²;"Structural insulated panels. often referred to as SIPs. are a composite product containing an outer skin and inner core. As their name suggest. they are typically used as a structural element for low-rise buildings.
Outer layers of oriented strand board (OSB) are glued to an insulating core made from expanded polystyrene (EPS). The core gives the panels good thermal properties while the outer skins provide a durable. aesthetic finish. Alternative core materials. such as extruded polystyrene (XPS) or rigid polyurethane (PU) foam and outer skin materials. such as plywood or fibre cement sheet can also be used.
SIPs can be used as wall or roof panels and are mainly used in domestic construction. They are very lightweight and thus easy to move. The panels come in a range of thicknesses ranging from 100 to 300 mm. Typical panel dimensions are 300. 600. 900 and 1 200 mm wide and 2.4. 2.7 and 3 m long. Openings for windows and doors are cut out of panels during manufacture. Panels are connected onsite using splines with cavities cut into the core for electrical and plumbing services.";Floor structure. external walls. internal walls. roof structure;;2.623755986028714;4219.12333218666;134.7109433903557;15.5;1.446428571
154;Asphalt Rolled;Other chemicals;Bitumen;m³;1.05;24;Asphalt;Other chemicals;Bitumen;kg;"Asphalt is made by combining bitumen and aggregates. It is also commonly known as asphaltic concrete or bituminous concrete. Bitumen is a petroleum-based product made by extracting components of crude oil. Crude bitumen obtained from oil sands can also be used. which is a naturally occurring bitumen. Bitumen is used as a binder and generally represents around 5% of the asphalt mix.
Typical aggregates used are crushed rock. sand or gravel and these make up approximately 95% of the volume of asphalt. The maximum aggregate size is generally 10 mm. Polymers and other additives are often added to control the properties of asphalt. Due to its high viscosity. asphalt is heated prior to being mixed with the aggregate materials.
Asphalt is used mainly as a road construction material. but also commonly used for path and carpark surfacing as well as waterproofing of roofs.";Roads. carparks. pathways. roofs;;0.0042167189098732;2.925067598972718;0.1953584966855523;1.0;1020.0
155;Aluminium Reflective foil;Non ferrous metals;Aluminium;m²;1.1;22;Aluminium foil insulation;Non ferrous metals;Aluminium;m²;"Aluminium is a ductile non-ferrous metal. It is a lightweight metal with an average density of 2 700 kg/m³. It is durable. corrosion resistant. a good reflector of both visible and infrared radiation. and highly recyclable. Aluminium insulation foils provide a barrier to light. infrared radiation and sometimes air. moisture and bacteria. depending on perforation and treatment.
Aluminium insulation foil is manufactured by rolling aluminium slabs cast from molten aluminium into a mill for a desired thickness. It is produced into rolls of specific widths and lengths.
Aluminium insulation foil is commonly installed in cavities to reflect infrared radiation and trap heat inside or outside of a building (depending on its placement).";Insulation;;0.024695396556538;46.03225009208888;2.3306190404791884;0.161;1.894409937888199
156;Aluminium Interior shutters;Non ferrous metals;Aluminium;m²;1.05;23;Aluminium sheet;Non ferrous metals;Aluminium;kg;"Aluminium is a ductile non-ferrous metal. It is a lightweight metal with an average density of 2.7 t/m³. It is durable. corrosion resistant. a good reflector of both visible and infrared radiation. and highly recyclable. Aluminium alloys are used in the construction industry as raw aluminium typically lacks the strength required for most of its applications.
Aluminium is extracted from bauxite. its common ore. through an extensive process. Bauxite is converted to aluminium oxide through the Bayer process. Aluminium oxide (or Alumina) is then converted to aluminium billets by the electricity-intensive Hall-Héroult process. made of 99% aluminium. which can be further purified if needed. Aluminium billets are then thermoformed into the relevant shape.
Aluminium is commonly used as a construction material. notably as cladding. structural and window framing. and as a thermal reflector. Aluminium sheets or plates are used as the base material for aluminium cladding. gutters. and structural elements.";Cladding. structural elements. tubes. plates;;0.2950083540172439;159.7894480115032;26.684165404932685;1.0;0.3355
157;Aluminium Gutter;Non ferrous metals;Aluminium;m;1.05;18;Aluminium bar;Non ferrous metals;Aluminium;kg;"Aluminium is a ductile non-ferrous metal. It is a lightweight metal with an average density of 2.7 t/m³. It is durable. corrosion resistant. a good reflector of both visible and infrared radiation. and highly recyclable. Aluminium alloys are used in the construction industry as raw aluminium typically lacks the strength required for most of its applications.
Aluminium is extracted from bauxite. its common ore. through an extensive process. Bauxite is converted to aluminium oxide through the Bayer process. Aluminium oxide (or Alumina) is then converted to aluminium billets by the electricity-intensive Hall-Héroult process. made of 99% aluminium. which can be further purified if needed. Aluminium billets are then thermoformed into the relevant shape. Powder coating provides additional durability. custom colour and improved performance.
Aluminium is commonly used as a construction material. notably as cladding. structural and window framing. and as a thermal reflector. Aluminium bars are typically extruded and can be used as a finishing product (flat bars) and as ventilation grilles.";Finishes. ventilation grilles;;0.3451672432440396;218.6505859435217;29.63385049501394;1.0;1.08
158;Aluminium Frame;Non ferrous metals;Aluminium;m;1.05;21;Aluminium extruded powdercoated;Non ferrous metals;Aluminium;kg;"Aluminium is a ductile non-ferrous metal. It is a lightweight metal with an average density of 2.7 t/m³. It is durable. corrosion resistant. a good reflector of both visible and infrared radiation. and highly recyclable. Aluminium alloys are used in the construction industry as raw aluminium typically lacks the strength required for most of its applications.
Aluminium is extracted from bauxite. its common ore. through an extensive process. Bauxite is converted to aluminium oxide through the Bayer process. Aluminium oxide (or Alumina) is then converted to aluminium billets by the electricity-intensive Hall-Héroult process. made of 99% aluminium. which can be further purified if needed. Aluminium billets are then thermoformed into the relevant shape. Powdercoating provides additional durability. custom colour and improved performance.
Aluminium is commonly used as a construction material. notably as cladding. structural and window framing. and as a thermal reflector. Extruded aluminium is commonly used for window frames. profiles for tracks. frames and rails. and mullions.";Window frames. profiles;Based on 1.6mm al;0.4145379785288863;250.6227065667528;33.60656747960355;1.0;1.667
159;Bitumen Plain;Other chemicals;Bitumen;m³;1.05;24;Asphalt;Other chemicals;Bitumen;kg;"Asphalt is made by combining bitumen and aggregates. It is also commonly known as asphaltic concrete or bituminous concrete. Bitumen is a petroleum-based product made by extracting components of crude oil. Crude bitumen obtained from oil sands can also be used. which is a naturally occurring bitumen. Bitumen is used as a binder and generally represents around 5% of the asphalt mix.
Typical aggregates used are crushed rock. sand or gravel and these make up approximately 95% of the volume of asphalt. The maximum aggregate size is generally 10 mm. Polymers and other additives are often added to control the properties of asphalt. Due to its high viscosity. asphalt is heated prior to being mixed with the aggregate materials.
Asphalt is used mainly as a road construction material. but also commonly used for path and carpark surfacing as well as waterproofing of roofs.";Roads. carparks. pathways. roofs;;0.0042167189098732;2.925067598972718;0.1953584966855523;1.0;1020.0
160;Ceramics Clay bricks (110 mm);Minerals;Clay;m²;1.05;37;Clay brick;Minerals;Clay;kg;"Clay bricks are widely used in the construction industry for their strength. affordability and ease of construction. They have high durability. weather and fire resistance. compressive strength. and good thermal/sound insulative properties. The strength of a brick wall is also largely dependent on the quality of the mortar and workmanship.
Bricks are made from clay. which is an abundant resource across most of the world. Clay is prepared and mixed to ensure consistent particle size and mineral content. The clay is then extruded. soft moulded or dry pressed into brick shaped forms. The bricks are dried in a temperature and humidity controlled environment. and fired in a high temperature oven/kiln. Coatings. glazing or textures are applied to give the brick its final appearance. The colour of a brick largely depends on the mineral content of the clay and final firing temperature.
Bricks are commonly used for external cladding. loadbearing walls. flooring. and other construction elements. Face bricks usually have a decorative or smooth finish. while building/common bricks are used for internal structure. Bricks can also be hollowed. to reduce the volume of the brick and materials needed per unit.";Cladding. loadbearing walls. landscaping. decorative features;;0.003480918236262;1.750016743823509;0.3171247991444053;1.0;158.598
161;Ceramics Tiles;Minerals;Ceramic;m²;1.05;36;Ceramic tile;Minerals;Ceramic;kg;"Ceramic tiles are popular for their decorative. hard wearing. stain resistant. and water resistant qualities. Glazed tiles provide a more water and stain resistant finish. while unglazed tiles have a rougher. more natural appearance and texture. A surface coating is often applied to unglazed tiles. to provided additional water proofing.
Ceramic tiles are made from natural clays. feldspar. silica and other materials. Clays and additives are sorted and pulverised to ensure a consistent texture and consistency. The mixture is then formed into tile shaped elements. dried. and fired in a high temperature oven/kiln. Glazing and surface treatments are applied for waterproofing. and aesthetic purposes.
Ceramic tiles are used for interior and exterior non-structural purposes including flooring. cladding and decorative elements. They are commonly used in kitchens. bathrooms and wet areas.";Interior and exterior finishes. bathrooms. kitchens. flooring. walling;;0.0188745940429141;15.245664370754206;1.3106020525388504;1.0;23.2
162;Ceramics Terracotta roof tiles (20 mm);Minerals;Clay;m²;1.1;38;Clay roof tile;Minerals;Clay;kg;"Clay roof tiles. also known as terracotta tiles are a common roofing option. They are durable. weather resistant. fire resistant. and have a high thermal mass compared with other roofing materials. Tiles are interlocking. to ensure a consistent weatherproof roof covering. and require ongoing maintenance to ensure they remain weatherproof. Tiles can be brittle. and crack easily if not handled/treated correctly.
The manufacturing process for clay tiles is similar to the production of other ceramic products. Clay is prepared and mixed to ensure consistent particle size and mineral content. The clay is then moulded or extruded into tile shaped elements. These are dried in a temperature and humidity controlled environment. and fired in a high temperature oven/kiln. Coatings or glazing can be applied to ensure the tiles are waterproof. or provide other construction or aesthetic qualities. The colour of the tile largely depends on the mineral content of the clay. the final firing temperature. or the coating/glazing applied.
Clay roof tiles are available in a wide range of shapes and sizes. including specific regional styles which are influenced by roof pitch. weather conditions. availability of raw materials and aesthetic qualities.";Roof cladding;;0.007477507715293;4.713311547245413;0.6065212384122275;1.0;38.44
163;Concrete 15 MPa;Minerals;Concrete;m³;1.1;3;20 MPa concrete mix;Minerals;Concrete;m³;"Concrete is a composite material combining sand or other fine aggregates. coarse aggregates. a binder and water. Portland cement is the most commonly used binder. however other binders. such as polymers. may also be used. Supplementary Cementitious Materials (SCM) such as Fly Ash and Ground. Granulated Blast Furnace Slag (GGBFS). are also commonly used as a part replacement for Portland cement. Additives. such as plasticisers can be added to the mix to control concrete properties. such as workability. Concrete is usually combined with steel reinforcement to improve tensile strength.
Concrete is one of the most commonly used construction materials. It is highly durable and is thus typically used for structural elements in buildings and infrastructure projects. Concrete can be manufactured to meet a variety of strength grades. Concrete 20 MPa is commonly used in domestic floor construction. garage floors and driveways. where the loads supported are lighter. The typical mix ratio is 1:1.5:3 (cement. sand. coarse aggregate).";Floor slabs. suspended slabs. driveways. precast wall panels;;2.4036954094366205;4153.722958375909;328.3817148779027;2335.0;1.0278372591006424
164;Concrete 20 MPa;Minerals;Concrete;m³;1.1;3;20 MPa concrete mix;Minerals;Concrete;m³;"Concrete is a composite material combining sand or other fine aggregates. coarse aggregates. a binder and water. Portland cement is the most commonly used binder. however other binders. such as polymers. may also be used. Supplementary Cementitious Materials (SCM) such as Fly Ash and Ground. Granulated Blast Furnace Slag (GGBFS). are also commonly used as a part replacement for Portland cement. Additives. such as plasticisers can be added to the mix to control concrete properties. such as workability. Concrete is usually combined with steel reinforcement to improve tensile strength.
Concrete is one of the most commonly used construction materials. It is highly durable and is thus typically used for structural elements in buildings and infrastructure projects. Concrete can be manufactured to meet a variety of strength grades. Concrete 20 MPa is commonly used in domestic floor construction. garage floors and driveways. where the loads supported are lighter. The typical mix ratio is 1:1.5:3 (cement. sand. coarse aggregate).";Floor slabs. suspended slabs. driveways. precast wall panels;;2.4036954094366205;4153.722958375909;328.3817148779027;2335.0;1.0278372591006424
165;Concrete 25 MPa;Minerals;Concrete;m³;1.1;6;25 MPa concrete mix;Minerals;Concrete;m³;"Concrete is a composite material combining sand or other fine aggregates. coarse aggregates. a binder and water. Portland cement is the most commonly used binder. however other binders. such as polymers. may also be used. Supplementary Cementitious Materials (SCM) such as Fly Ash and Ground. Granulated Blast Furnace Slag (GGBFS). are also commonly used as a part replacement for Portland cement. Additives. such as plasticisers can be added to the mix to control concrete properties. such as workability. Concrete is usually combined with steel reinforcement to improve tensile strength.
Concrete is one of the most commonly used construction materials. It is highly durable and is thus typically used for structural elements in buildings and infrastructure projects. Concrete can be manufactured to meet a variety of strength grades. Concrete 25 MPa is commonly used in domestic and commercial floor construction and is considered to be a multi-purpose concrete mix. The typical mix ratio is 1:1:2 (cement. sand. coarse aggregate).";Floor slabs. suspended slabs. precast wall panels;;2.5810100622940886;4196.483607795555;361.2029843582329;2409.0;0.99626400996264
166;Concrete 32 MPa;Minerals;Concrete;m³;1.1;9;32 MPa concrete mix;Minerals;Concrete;m³;"Concrete is a composite material combining sand or other fine aggregates. coarse aggregates. a binder and water. Portland cement is the most commonly used binder. however other binders. such as polymers. may also be used. Supplementary Cementitious Materials (SCM) such as Fly Ash and Ground. Granulated Blast Furnace Slag (GGBFS). are also commonly used as a part replacement for Portland cement. Additives. such as plasticisers can be added to the mix to control concrete properties. such as workability. Concrete is usually combined with steel reinforcement to improve tensile strength.
Concrete is one of the most commonly used construction materials. It is highly durable and is thus typically used for structural elements in buildings and infrastructure projects. Concrete can be manufactured to meet a variety of strength grades. Concrete 32 MPa is commonly used in commercial and civil construction. for structural piling. floor slabs. external walls. paths and roads. where increased durability. weather-resistance and load-bearing capacity are required.";Floor slabs. suspended slabs. precast wall panels. in situ loadbearing walls. structural piling. roads. footpaths;;3.0148400162598072;4300.007739901806;416.30314668712174;2327.0;1.0313708637730985
167;Concrete Aerated block (200 mm);Minerals;Concrete;m²;1.05;25;Autoclaved aerated concrete;Minerals;Concrete;kg;"Autoclaved Aerated Concrete. also known as AAC. is a lightweight concrete product manufactured from cement. water. aluminium powder and sand. Hydrogen gas is used to create air bubbles in the mix. AAC is generally rated at 8 MPa. with up to 80% of its volume made up of air.
Its lightweight nature. which is 20% lighter than standard concrete. makes it easier to work with. AAC materials can be sanded and cut to size using standard power tools and have superior thermal properties to standard concrete.
AAC comes in a variety of product types. including blocks and panels. AAC blocks are typically used for domestic wall construction and are available as a 600 mm wide and 200 mm high block in thicknesses ranging from 50 to 300 mm. Blocks can be used for loadbearing walls up to three storeys. Panels are often used for both wall and floor construction in residential and commercial applications. They are 600 mm wide. 75 mm thick and come in lengths ranging from 1800 to 4800 mm.";External walls. internal walls. floors;;0.0085394488330838;8.387580670530294;0.7092803741064722;1.0;181.5
168;Concrete Cement (structural);Minerals;Other minerals;t;1.05;35;Cement mortar;Minerals;Other minerals;kg;"Cement mortar contains Portland cement. sand and hydrated lime. It is used as a bonding layer for bricks. masonry blocks and stonework.
It is generally available in bags (usually up to 20 kg) and is mixed with water on site to form a highly workable paste. Once cured. it becomes hard but is designed to be weaker than the masonry elements it is used with.
A range of mortar types are available. ranging in strength depending on the mix ratio. with stronger mortars containing a higher proportion of cement. Mortars containing alternative binders are also available. including polymer cement and lime mortars.";Bonding masonry walls. pointing. render;;0.0039007363498646;3.7071557466311535;0.3469764186841786;1.0;1000.0
169;Concrete Cement (other);Minerals;Other minerals;t;1.05;35;Cement mortar;Minerals;Other minerals;kg;"Cement mortar contains Portland cement. sand and hydrated lime. It is used as a bonding layer for bricks. masonry blocks and stonework.
It is generally available in bags (usually up to 20 kg) and is mixed with water on site to form a highly workable paste. Once cured. it becomes hard but is designed to be weaker than the masonry elements it is used with.
A range of mortar types are available. ranging in strength depending on the mix ratio. with stronger mortars containing a higher proportion of cement. Mortars containing alternative binders are also available. including polymer cement and lime mortars.";Bonding masonry walls. pointing. render;;0.0039007363498646;3.7071557466311535;0.3469764186841786;1.0;1000.0
170;Concrete Hollow block (200 mm);Minerals;Concrete;m²;1.05;41;Concrete block;Minerals;Concrete;kg;"Concrete blocks (also known as concrete masonry units or CMU) are precast rectangular shaped blocks manufactured from concrete. They generally contain one or more hollow cavities. which reduces their weight and makes handling easier. Steel reinforcement is often inserted into these cavities. which are then filled with concrete in situ to provide added strength and loadbearing capacity.
Concrete blocks come in a range of sizes. with typical blocks coming in a length of 390 mm. a height of 190 mm and depth of 90. 140 and 190 mm. Each block weighs around 10 kg and has a minimum strength of 15 MPa. A range of colours and surface textures are available.
Blocks are typically used for internal and external walls in both domestic and commercial construction and can be used with or without mortar for loadbearing and non-loadbearing applications.";External walls. internal walls. landscaping;;0.0026432653537698;3.713914978823917;0.2427438721145271;1.0;148.5
